"","UserID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Happy","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","StartTask","Q120012","Successful","Accomplish","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Over_Head","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Positive_Thinking","Q115611","Hardship","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Gamble","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Normal","Q107491","Q106993","Q106997","Q106272","Q106388","Liar","Q106042","Q105840","Q105655","Q104996","Q103293","Grudge","CCDebt","Breakfast","Adventurous","Q102089","Optimist","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Live_Alone","Q99581","Q99480","LifeHasPurpose","Q98578","Q98059","Q98078","Q98197","Q96024","votes"
"1062",1627,1996,1,2,5,3,4,0,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,1,2,1,2,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,76
"1063",1629,1956,1,2,4,2,2,0,1,1,2,2,1,1,2,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,1,60
"1064",1631,1994,2,6,5,6,5,0,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,2,101
"1065",1634,1950,1,4,4,5,5,1,1,1,1,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,2,2,56
"1066",1635,1985,1,5,5,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,1,2,2,2,1,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,101
"1067",1637,1963,2,1,1,2,5,0,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,1,2,100
"1068",1639,1961,2,5,4,7,2,0,2,2,1,2,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1,2,1,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,97
"1069",1640,1978,2,5,4,7,5,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,91
"1070",1641,1990,2,6,5,6,2,0,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,1,38
"1071",1642,1969,2,4,5,2,3,1,2,1,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,1,2,2,1,2,2,1,1,2,1,1,2,1,2,1,2,1,1,2,2,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,1,2,101
"1072",1644,1969,2,1,3,7,5,1,2,1,1,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,101
"1073",1645,1936,2,3,3,5,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,40
"1074",1646,1955,1,4,3,7,1,0,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,1,1,2,1,1,2,1,2,2,2,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,2,2,1,2,1,2,2,1,2,1,2,1,2,2,1,1,2,2,1,2,1,1,1,2,1,2,2,2,1,2,1,1,1,98
"1075",1650,1947,2,1,4,5,5,0,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,49
"1076",1652,1980,1,1,3,7,5,0,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,101
"1077",1653,1976,2,2,6,4,2,0,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,1,1,2,97
"1078",1654,1970,2,5,4,2,5,0,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,1,1,2,99
"1079",1655,1956,1,3,4,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,99
"1080",1656,1995,2,6,5,3,2,0,1,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,99
"1081",1659,1979,1,4,4,4,4,1,2,1,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,23
"1082",1660,1986,2,6,5,2,3,1,1,2,1,2,1,2,1,1,2,1,1,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,53
"1083",1661,1990,1,1,5,3,5,0,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,2,1,2,2,2,1,101
"1084",1662,1974,1,6,3,2,4,0,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,1,1,2,1,2,64
"1085",1663,1993,2,1,5,4,1,1,2,2,1,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,62
"1086",1664,1976,1,3,4,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,1,1,1,47
"1087",1665,1941,2,2,3,6,5,0,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,1,81
"1088",1666,1992,2,2,4,6,5,1,1,2,2,2,2,2,2,1,2,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,100
"1089",1668,1981,2,5,4,2,5,1,1,2,1,2,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,99
"1090",1670,1986,1,3,5,7,2,1,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,66
"1091",1671,1943,1,3,4,2,1,1,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,1,100
"1092",1672,1953,2,5,3,2,5,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,2,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,2,100
"1093",1673,1985,1,3,4,2,2,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,2,1,2,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,100
"1094",1674,1984,2,1,3,2,1,0,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,2,2,1,1,99
"1095",1675,1982,2,3,5,7,2,0,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,101
"1096",1676,1991,2,6,5,4,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,97
"1097",1677,1986,1,6,4,2,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,1,1,2,101
"1098",1678,1992,2,6,5,4,5,0,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,2,1,1,1,66
"1099",1679,1984,1,6,5,4,2,0,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,2,1,2,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,70
"1100",1681,1979,2,2,6,6,2,0,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,2,101
"1101",1682,1984,1,2,5,2,5,0,2,2,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,2,1,2,1,2,1,2,1,2,1,1,1,94
"1102",1683,1963,1,4,5,4,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,2,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,86
"1103",1685,1980,1,3,4,7,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,2,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,60
"1104",1686,1951,1,3,4,2,2,0,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,2,2,1,1,2,2,2,1,1,2,1,2,1,2,1,1,2,1,2,2,1,2,1,2,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,41
"1105",1687,1973,1,3,5,7,2,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,101
"1106",1690,1976,1,5,4,7,5,0,1,2,1,2,1,2,2,1,2,1,2,1,2,2,1,2,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,2,1,2,1,1,1,99
"1107",1691,1995,2,3,5,3,2,0,1,1,1,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,1,2,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,1,2,54
"1108",1693,1979,1,5,3,2,1,0,2,1,1,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,1,1,2,72
"1109",1697,1951,2,2,3,1,5,1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,99
"1110",1698,1977,1,3,5,5,2,1,2,1,1,2,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,91
"1111",1700,1998,2,6,5,3,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,101
"1112",1701,1936,1,3,5,2,5,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,98
"1113",1702,1965,2,6,4,2,5,1,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,1,1,2,2,1,2,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,1,1,93
"1114",1706,1975,1,3,5,7,2,1,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,2,1,2,2,89
"1115",1708,1977,2,4,3,7,1,1,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,100
"1116",1711,1996,2,4,5,3,2,0,1,2,1,1,1,2,2,1,1,1,2,1,2,2,2,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,2,45
"1117",1712,1956,2,1,4,2,5,0,1,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,101
"1118",1713,1971,1,5,4,5,5,1,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,2,2,2,1,1,1,99
"1119",1714,1994,1,1,5,4,5,0,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,52
"1120",1715,1989,2,3,3,4,2,0,1,2,1,2,2,1,2,1,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,2,2,2,1,2,1,1,2,2,1,2,2,1,2,101
